player-name,season,match,batting-runs,balls,out,4s,6s,sr,overs,maiden,bowling-runs,wickets,econ,0s,4s,6s,catches,run-out,stumping
yuvraj-singh,2018,8,4,4,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0
marcus-stoinis,2018,8,11,9,1,0,1,122.22,0,0,0,0,0,0,0,0,0,0,0
mayank-agarwal,2018,8,15,11,1,3,0,136.36,0,0,0,0,0,0,0,0,0,0,0
andrew-tye,2018,8,7,7,1,0,0,100.0,4.0,0,27,1,6.75,7,2,0,0,0,0
brendon-mccullum,2018,8,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
yuzvendra-chahal,0,0,0,0,0,0,0,0,4.0,0,38,1,9.5,6,2,2,0,0,0
sarfaraz-khan,2018,8,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0
mandeep-singh,2018,8,22,19,1,1,0,115.78,0,0,0,0,0,0,0,0,0,0,0
umesh-yadav,0,0,0,0,0,0,0,0,4.0,0,23,3,5.75,13,3,0,0,0,0
kulwant-khejroliya,0,0,0,0,0,0,0,0,4.0,0,33,2,8.25,8,4,1,0,0,0
quinton-de-kock,2018,8,45,34,1,7,1,132.35,0,0,0,0,0,0,0,0,0,0,0
virat-kohli,2018,8,21,16,1,4,0,131.25,0,0,0,0,0,0,0,0,1,0,0
ab-de-villiers,2018,8,57,40,1,2,4,142.5,0,0,0,0,0,0,0,0,0,0,0
chris-woakes,2018,8,1,2,0,0,0,50.0,3.2,0,36,2,10.8,7,3,2,0,0,0
washington-sundar,2018,8,9,4,0,2,0,225.0,4.0,0,22,2,5.5,8,0,1,0,0,0
mayank-markande,2018,7,6,3,0,1,0,200.0,4.0,0,23,4,5.75,11,3,0,0,0,0
mustafizur-rahman,0,0,0,0,0,0,0,0,4.0,0,24,3,6.0,10,3,0,1,0,0
suryakumar-yadav,2018,7,28,31,1,2,1,90.32,0,0,0,0,0,0,0,0,0,0,0
jasprit-bumrah,2018,7,4,5,0,0,0,80.0,4.0,0,32,2,8.0,6,4,0,1,0,0
evin-lewis,2018,7,29,17,1,3,2,170.58,0,0,0,0,0,0,0,0,0,0,0
krunal-pandya,2018,7,15,10,1,2,0,150.0,2.0,0,10,0,5.0,3,0,0,1,0,0
pradeep-sangwan,2018,7,0,4,1,0,0,0.0,2.0,0,19,0,9.5,5,4,0,0,0,0
ishan-kishan,2018,7,9,9,1,2,0,100.0,0,0,0,0,0,0,0,0,2,0,0
kieron-pollard,2018,7,28,23,1,3,2,121.73,0,0,0,0,0,0,0,0,1,0,0
ben-cutting,2018,7,9,9,1,1,0,100.0,4.0,0,40,0,10.0,4,4,1,0,0,0
rohit-sharma,2018,7,11,10,1,1,1,110.0,0,0,0,0,0,0,0,0,1,0,0
siddarth-kaul,2018,7,0,4,1,0,0,0.0,4.0,0,29,2,7.25,9,4,0,0,0,0
deepak-hooda,2018,7,32,25,0,1,1,128.0,0,0,0,0,0,0,0,0,1,0,0
manish-pandey,2018,7,11,8,1,1,0,137.5,0,0,0,0,0,0,0,0,0,0,0
billy-stanlake,2018,7,5,2,0,1,0,250.0,4.0,0,42,2,10.5,13,5,3,0,0,0
yusuf-pathan,2018,7,14,14,1,2,0,100.0,0,0,0,0,0,0,0,0,1,0,0
rashid-khan,2018,7,0,1,1,0,0,0.0,4.0,0,13,1,3.25,18,2,0,0,0,0
sandeep-sharma,2018,7,0,2,1,0,0,0.0,4.0,0,25,2,6.25,13,2,1,0,0,0
shikhar-dhawan,2018,7,45,28,1,8,0,160.71,0,0,0,0,0,0,0,0,1,0,0
wriddhiman-saha,2018,7,22,20,1,3,0,110.0,0,0,0,0,0,0,0,0,0,0,0
shakib-al-hasan,2018,7,12,12,1,1,0,100.0,4.0,0,34,1,8.5,9,2,2,1,0,0
kane-williamson,2018,7,6,4,1,1,0,150.0,0,0,0,0,0,0,0,0,1,0,0
jaydev-unadkat,0,0,0,0,0,0,0,0,2.0,0,24,1,12.0,5,4,1,0,0,0
dhawal-kulkarni,0,0,0,0,0,0,0,0,1.0,0,4,0,4.0,3,0,0,0,0,0
rahul-tripathi,2018,6,15,11,0,0,1,136.36,0,0,0,0,0,0,0,0,0,0,0
ajinkya-rahane,2018,6,45,40,1,5,0,112.5,0,0,0,0,0,0,0,0,0,0,0
sanju-samson,2018,6,37,22,1,2,2,168.18,0,0,0,0,0,0,0,0,0,0,0
d'arcy-short,2018,6,6,3,1,1,0,200.0,0,0,0,0,0,0,0,0,0,0,0
krishnappa-gowtham,2018,6,2,1,0,0,0,200.0,1.0,0,10,0,10.0,2,2,0,1,1,0
ben-laughlin,0,0,0,0,0,0,0,0,2.0,0,20,2,10.0,4,1,1,0,0,0
jos-buttler,2018,6,29,18,1,2,2,161.11,0,0,0,0,0,0,0,0,1,0,1
shreyas-gopal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ben-stokes,2018,6,16,12,1,1,1,133.33,0,0,0,0,0,0,0,0,1,0,0
shreyas-iyer,2018,6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
trent-boult,0,0,0,0,0,0,0,0,3.0,0,26,1,8.66,9,3,1,0,0,0
glenn-maxwell,2018,6,17,12,1,2,1,141.66,0,0,0,0,0,0,0,0,0,0,0
mohammed-shami,0,0,0,0,0,0,0,0,3.5,0,29,1,7.56,10,3,1,0,0,0
shahbaz-nadeem,0,0,0,0,0,0,0,0,4.0,0,34,2,8.5,4,2,1,0,0,0
colin-munro,2018,6,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
chris-morris,2018,6,17,7,0,2,1,242.85,3.0,0,34,0,11.33,5,1,3,1,0,0
gautam-gambhir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rishabh-pant,2018,6,20,14,1,3,0,142.85,0,0,0,0,0,0,0,0,1,0,0
vijay-shankar,2018,6,3,3,1,0,0,100.0,0,0,0,0,0,0,0,0,0,1,0
rahul-tewatia,0,0,0,0,0,0,0,0,4.0,0,29,0,7.25,6,2,0,0,0,0
robin-uthappa,2018,5,29,16,1,2,3,181.25,0,0,0,0,0,0,0,0,1,0,0
dinesh-karthik,2018,5,26,25,1,2,1,104.0,0,0,0,0,0,0,0,0,1,0,0
rinku-singh,2018,5,2,4,1,0,0,50.0,0,0,0,0,0,0,0,0,1,0,0
tom-curran,2018,5,2,5,0,0,0,40.0,3.0,0,39,2,13.0,3,1,4,0,0,0
kuldeep-yadav,0,0,0,0,0,0,0,0,3.0,0,27,1,9.0,5,1,2,0,0,0
sunil-narine,2018,5,12,4,1,0,2,300.0,4.0,0,17,1,4.25,9,0,0,0,0,0
piyush-chawla,0,0,0,0,0,0,0,0,4.0,0,49,1,12.25,5,3,3,0,0,0
chris-lynn,2018,5,22,16,1,4,0,137.5,0,0,0,0,0,0,0,0,0,0,0
vinay-kumar,0,0,0,0,0,0,0,0,1.5,0,35,0,19.09,2,2,3,1,1,0
nitish-rana,2018,5,16,14,1,2,0,114.28,0,0,0,0,0,0,0,0,0,0,0
andre-russell,2018,5,88,36,0,1,11,244.44,4.0,0,35,0,8.75,7,2,2,0,0,0
dwayne-bravo,2018,5,11,5,0,0,1,220.0,3.0,0,50,0,16.66,3,0,7,1,0,0
shane-watson,2018,5,42,19,1,3,3,221.05,4.0,0,39,2,9.75,7,5,1,0,0,0
ms-dhoni,2018,5,25,28,1,1,1,89.28,0,0,0,0,0,0,0,0,1,0,0
ambati-rayudu,2018,5,39,26,1,3,2,150.0,0,0,0,0,0,0,0,0,0,0,0
shardul-thakur,0,0,0,0,0,0,0,0,4.0,0,37,1,9.25,11,1,4,0,0,0
deepak-chahar,0,0,0,0,0,0,0,0,1.0,0,18,0,18.0,2,1,2,0,0,0
sam-billings,2018,5,56,23,1,2,5,243.47,0,0,0,0,0,0,0,0,0,0,0
imran-tahir,0,0,0,0,0,0,0,0,4.0,0,26,0,6.5,11,2,1,0,0,0
suresh-raina,2018,5,14,12,1,0,1,116.66,0,0,0,0,0,0,0,0,1,1,0
harbhajan-singh,0,0,0,0,0,0,0,0,2.0,0,11,1,5.5,5,1,0,0,0,0
ravindra-jadeja,2018,5,11,7,0,0,1,157.14,2.0,0,19,1,9.5,6,1,2,0,0,0
jaydev-unadkat,2018,4,1,2,1,0,0,50.0,3.0,0,28,1,9.33,8,3,1,0,0,0
dhawal-kulkarni,2018,4,3,4,0,0,0,75.0,2.5,0,18,0,6.35,12,2,1,0,0,0
rahul-tripathi,2018,4,17,15,1,2,0,113.33,0,0,0,0,0,0,0,0,0,0,0
ajinkya-rahane,2018,4,13,13,1,2,0,100.0,0,0,0,0,0,0,0,0,0,0,0
sanju-samson,2018,4,49,42,1,5,0,116.66,0,0,0,0,0,0,0,0,0,0,0
d'arcy-short,2018,4,4,4,1,1,0,100.0,2.0,0,9,0,4.5,7,1,0,0,0,0
krishnappa-gowtham,2018,4,0,2,1,0,0,0.0,1.0,0,9,0,9.0,3,2,0,0,0,0
ben-laughlin,2018,4,1,3,0,0,0,33.33,2.0,0,20,0,10.0,4,3,0,1,0,0
jos-buttler,2018,4,6,9,1,0,0,66.66,0,0,0,0,0,0,0,0,0,0,0
shreyas-gopal,2018,4,18,18,1,2,0,100.0,3.0,0,18,0,6.0,6,2,0,0,0,0
ben-stokes,2018,4,5,8,1,0,0,62.5,2.0,0,21,0,10.5,4,4,0,0,0,0
siddarth-kaul,0,0,0,0,0,0,0,0,4.0,0,17,2,4.25,11,1,0,0,0,0
deepak-hooda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manish-pandey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
billy-stanlake,0,0,0,0,0,0,0,0,4.0,0,29,1,7.25,7,2,0,0,0,0
bhuvneshwar-kumar,0,0,0,0,0,0,0,0,4.0,0,30,1,7.5,10,4,0,0,0,0
yusuf-pathan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
rashid-khan,0,0,0,0,0,0,0,0,4.0,0,23,1,5.75,11,3,0,2,0,0
shikhar-dhawan,2018,4,78,57,0,13,1,136.84,0,0,0,0,0,0,0,0,0,0,0
wriddhiman-saha,2018,4,5,5,1,1,0,100.0,0,0,0,0,0,0,0,0,1,0,1
shakib-al-hasan,0,0,0,0,0,0,0,0,4.0,0,23,2,5.75,9,2,0,0,0,0
kane-williamson,2018,4,36,35,0,3,1,102.85,0,0,0,0,0,0,0,0,1,1,0
brendon-mccullum,2018,3,43,27,1,6,2,159.25,0,0,0,0,0,0,0,0,1,0,0
yuzvendra-chahal,0,0,0,0,0,0,0,0,3.0,0,29,0,9.66,6,3,1,0,0,0
sarfaraz-khan,2018,3,6,10,1,0,0,60.0,0,0,0,0,0,0,0,0,0,0,0
mandeep-singh,2018,3,37,18,1,4,2,205.55,0,0,0,0,0,0,0,0,0,0,0
umesh-yadav,0,0,0,0,0,0,0,0,4.0,0,27,2,6.75,13,3,1,0,0,0
kulwant-khejroliya,0,0,0,0,0,0,0,0,3.5,0,34,0,8.86,6,2,1,0,0,0
quinton-de-kock,2018,3,4,4,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0
virat-kohli,2018,3,31,33,1,1,1,93.93,0,0,0,0,0,0,0,0,0,0,0
ab-de-villiers,2018,3,44,23,1,1,5,191.3,0,0,0,0,0,0,0,0,0,0,0
chris-woakes,2018,3,5,5,1,1,0,100.0,4.0,0,36,3,9.0,15,5,2,0,0,0
washington-sundar,2018,3,0,0,0,0,0,0.0,4.0,0,48,1,12.0,4,2,4,0,0,0
robin-uthappa,2018,3,13,12,1,0,1,108.33,0,0,0,0,0,0,0,0,0,0,0
mitchell-johnson,0,0,0,0,0,0,0,0,4.0,0,30,1,7.5,12,4,1,1,0,0
dinesh-karthik,2018,3,35,29,0,4,0,120.68,0,0,0,0,0,0,0,0,0,0,0
rinku-singh,2018,3,6,6,1,1,0,100.0,0,0,0,0,0,0,0,0,1,0,0
kuldeep-yadav,0,0,0,0,0,0,0,0,3.0,0,33,0,11.0,4,1,2,1,0,0
sunil-narine,2018,3,50,19,1,4,5,263.15,4.0,0,30,1,7.5,9,3,1,0,0,0
piyush-chawla,0,0,0,0,0,0,0,0,4.0,0,31,1,7.75,10,2,2,0,0,0
chris-lynn,2018,3,5,8,1,1,0,62.5,0,0,0,0,0,0,0,0,0,0,0
vinay-kumar,2018,3,6,3,0,1,0,200.0,2.0,0,30,2,15.0,6,3,3,1,0,0
nitish-rana,2018,3,34,25,1,2,2,136.0,1.0,0,11,2,11.0,3,1,1,0,0,0
andre-russell,2018,3,15,11,1,2,1,136.36,2.0,0,10,0,5.0,2,0,0,1,0,0
shreyas-iyer,2018,2,11,11,1,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0
trent-boult,0,0,0,0,0,0,0,0,3.5,0,34,1,8.86,11,3,2,1,0,0
mohammed-shami,0,0,0,0,0,0,0,0,2.0,0,26,0,13.0,3,4,1,2,0,0
colin-munro,2018,2,4,6,1,0,0,66.66,0,0,0,0,0,0,0,0,0,0,0
amit-mishra,0,0,0,0,0,0,0,0,4.0,0,46,0,11.5,4,4,2,0,0,0
chris-morris,2018,2,27,16,0,1,1,168.75,3.0,0,25,1,8.33,8,3,1,0,0,0
dan-christian,2018,2,13,13,1,0,1,100.0,2.0,0,12,1,6.0,6,0,1,0,0,0
gautam-gambhir,2018,2,55,42,1,5,1,130.95,0,0,0,0,0,0,0,0,0,0,0
rishabh-pant,2018,2,28,13,1,4,1,215.38,0,0,0,0,0,0,0,0,0,0,0
vijay-shankar,2018,2,13,13,1,0,0,100.0,0,0,0,0,0,0,0,0,1,0,0
rahul-tewatia,2018,2,9,7,1,1,0,128.57,4.0,0,24,1,6.0,9,2,0,0,0,0
mujeeb-ur-rahman,0,0,0,0,0,0,0,0,4.0,0,28,2,7.0,9,3,0,0,1,0
axar-patel,0,0,0,0,0,0,0,0,3.0,0,35,1,11.66,3,3,2,1,0,0
karun-nair,2018,2,50,33,1,5,2,151.51,0,0,0,0,0,0,0,0,0,0,0
mohit-sharma,0,0,0,0,0,0,0,0,4.0,0,33,2,8.25,5,2,1,0,0,0
ravichandran-ashwin,0,0,0,0,0,0,0,0,4.0,0,23,1,5.75,4,0,0,0,0,0
david-miller,2018,2,24,23,0,1,0,104.34,0,0,0,0,0,0,0,0,0,0,0
kl-rahul,2018,2,51,16,1,6,4,318.75,0,0,0,0,0,0,0,0,1,0,0
yuvraj-singh,2018,2,12,22,1,2,0,54.54,0,0,0,0,0,0,0,0,0,0,0
marcus-stoinis,2018,2,22,15,0,2,0,146.66,1.0,0,7,0,7.0,0,0,0,0,0,0
mayank-agarwal,2018,2,7,5,1,0,1,140.0,0,0,0,0,0,0,0,0,0,0,0
andrew-tye,0,0,0,0,0,0,0,0,4.0,0,38,0,9.5,7,3,2,1,0,0
mustafizur-rahman,0,0,0,0,0,0,0,0,3.5,0,39,1,10.17,8,6,1,1,0,0
mayank-markande,0,0,0,0,0,0,0,0,4.0,0,23,3,5.75,11,0,2,0,0,0
suryakumar-yadav,2018,1,43,29,1,6,1,148.27,0,0,0,0,0,0,0,0,1,0,0
jasprit-bumrah,0,0,0,0,0,0,0,0,4.0,0,37,1,9.25,10,0,4,1,0,0
evin-lewis,2018,1,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
krunal-pandya,2018,1,41,22,0,5,2,186.36,0,0,0,0,0,0,0,0,0,0,0
kieron-pollard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ishan-kishan,2018,1,40,29,1,4,1,137.93,0,0,0,0,0,0,0,0,1,0,0
mitchell-mcclenaghan,0,0,0,0,0,0,0,0,4.0,0,44,1,11.0,5,4,2,0,0,0
hardik-pandya,2018,1,22,20,0,2,0,110.0,4.0,0,24,3,6.0,12,1,1,0,0,0
rohit-sharma,2018,1,15,18,1,1,1,83.33,0,0,0,0,0,0,0,0,1,0,0
dwayne-bravo,2018,1,68,30,1,3,7,226.66,4.0,0,25,0,6.25,9,3,0,0,0,0
shane-watson,2018,1,16,14,1,1,1,114.28,4.0,0,29,2,7.25,12,1,2,0,0,0
ms-dhoni,2018,1,5,5,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0
ambati-rayudu,2018,1,22,19,1,4,0,115.78,0,0,0,0,0,0,0,0,1,0,0
deepak-chahar,2018,1,0,1,1,0,0,0.0,3.0,0,14,1,4.66,12,2,0,0,0,0
kedar-jadhav,2018,1,24,22,0,1,2,109.09,0,0,0,0,0,0,0,0,0,0,0
mark-wood,2018,1,1,3,1,0,0,33.33,4.0,0,49,0,12.25,6,6,2,1,0,0
imran-tahir,2018,1,2,2,0,0,0,100.0,2.0,0,23,1,11.5,4,3,1,0,0,0
suresh-raina,2018,1,4,6,1,0,0,66.66,0,0,0,0,0,0,0,0,0,0,0
harbhajan-singh,2018,1,8,5,1,1,0,160.0,2.0,0,14,0,7.0,3,1,0,1,0,0
ravindra-jadeja,2018,1,12,13,1,1,0,92.3,1.0,0,9,0,9.0,3,2,0,0,0,0
hardik-pandya,2017,60,10,9,1,0,1,111.11,0,0,0,0,0,0,0,0,0,0,0
ambati-rayudu,2017,60,12,15,1,1,0,80.0,0,0,0,0,0,0,0,0,1,0,0
jasprit-bumrah,0,0,0,0,0,0,0,0,4.0,0,26,2,6.5,8,0,1,0,0,0
krunal-pandya,2017,60,47,38,1,3,2,123.68,4.0,0,31,0,7.75,8,3,1,0,0,0
mitchell-johnson,2017,60,13,14,0,0,1,92.85,4.0,0,26,3,6.5,10,3,0,0,0,0
karn-sharma,2017,60,1,5,1,0,0,20.0,4.0,0,18,0,4.5,12,1,0,0,0,0
lendl-simmons,2017,60,3,8,1,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0
kieron-pollard,2017,60,7,3,1,0,1,233.33,0,0,0,0,0,0,0,0,2,0,0
parthiv-patel,2017,60,4,6,1,0,0,66.66,0,0,0,0,0,0,0,0,1,0,0
rohit-sharma,2017,60,24,22,1,4,0,109.09,0,0,0,0,0,0,0,0,0,0,0
lasith-malinga,0,0,0,0,0,0,0,0,4.0,0,21,0,5.25,11,2,0,0,0,0
jaydev-unadkat,0,0,0,0,0,0,0,0,4.0,0,19,2,4.75,11,0,1,1,0,0
shardul-thakur,0,0,0,0,0,0,0,0,2.0,0,7,0,3.5,6,0,0,2,1,0
ms-dhoni,2017,60,10,13,1,1,0,76.92,0,0,0,0,0,0,0,0,0,0,0
adam-zampa,0,0,0,0,0,0,0,0,4.0,0,32,2,8.0,7,1,2,0,0,0
rahul-tripathi,2017,60,3,8,1,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0
ajinkya-rahane,2017,60,44,38,1,5,0,115.78,0,0,0,0,0,0,0,0,1,0,0
steven-smith,2017,60,51,50,1,2,2,102.0,0,0,0,0,0,0,0,0,0,1,0
lockie-ferguson,0,0,0,0,0,0,0,0,2.0,0,21,0,10.5,5,4,0,0,0,0
dan-christian,2017,60,4,2,0,0,0,200.0,4.0,0,34,2,8.5,10,2,2,0,1,0
washington-sundar,2017,60,0,1,1,0,0,0.0,4.0,0,13,0,3.25,15,1,0,0,0,0
manoj-tiwary,2017,60,7,8,1,1,0,87.5,0,0,0,0,0,0,0,0,1,0,0
robin-uthappa,2017,59,1,3,1,0,0,33.33,0,0,0,0,0,0,0,0,1,0,0
nathan-coulter-nile,2017,59,6,4,1,0,1,150.0,3.0,0,15,1,5.0,6,0,0,0,0,0
ankit-rajpoot,2017,59,4,7,1,1,0,57.14,1.0,0,14,0,14.0,0,2,0,1,0,0
suryakumar-yadav,2017,59,31,25,1,2,1,124.0,0,0,0,0,0,0,0,0,0,0,0
umesh-yadav,2017,59,2,3,0,0,0,66.66,2.3,0,23,1,9.19,6,4,0,0,0,0
ishank-jaggi,2017,59,28,31,1,3,0,90.32,0,0,0,0,0,0,0,0,0,0,0
sunil-narine,2017,59,10,10,1,0,1,100.0,4.0,0,21,0,5.25,13,3,0,0,0,0
piyush-chawla,2017,59,2,6,1,0,0,33.33,4.0,0,34,2,8.5,9,4,1,0,0,0
gautam-gambhir,2017,59,12,15,1,2,0,80.0,0,0,0,0,0,0,0,0,0,0,0
colin-de-grandhomme,2017,59,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
chris-lynn,2017,59,4,8,1,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0
hardik-pandya,0,0,0,0,0,0,0,0,1.0,0,4,0,4.0,3,0,0,0,0,0
ambati-rayudu,2017,59,6,11,1,0,0,54.54,0,0,0,0,0,0,0,0,1,0,0
jasprit-bumrah,0,0,0,0,0,0,0,0,3.0,1,7,3,2.33,14,1,0,0,0,0
krunal-pandya,2017,59,45,30,0,8,0,150.0,3.0,0,25,0,8.33,5,2,1,0,0,0
mitchell-johnson,0,0,0,0,0,0,0,0,4.0,0,28,2,7.0,13,2,1,1,0,0
karn-sharma,0,0,0,0,0,0,0,0,4.0,0,16,4,4.0,12,1,0,0,0,0
lendl-simmons,2017,59,3,6,1,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0
kieron-pollard,2017,59,9,7,0,1,0,128.57,0,0,0,0,0,0,0,0,1,0,0
parthiv-patel,2017,59,14,9,1,3,0,155.55,0,0,0,0,0,0,0,0,0,0,0
rohit-sharma,2017,59,26,24,1,1,1,108.33,0,0,0,0,0,0,0,0,2,0,0
lasith-malinga,0,0,0,0,0,0,0,0,3.5,0,24,1,6.26,11,2,1,1,0,0
siddarth-kaul,0,0,0,0,0,0,0,0,1.0,0,14,0,14.0,0,1,1,0,0,0
david-warner,2017,58,37,35,1,2,2,105.71,0,0,0,0,0,0,0,0,0,0,0
bhuvneshwar-kumar,0,0,0,0,0,0,0,0,1.0,0,11,1,11.0,3,1,1,0,1,0
chris-jordan,2017,58,0,1,1,0,0,0.0,1.0,0,9,1,9.0,3,0,1,0,0,0
naman-ojha,2017,58,16,16,1,0,1,100.0,0,0,0,0,0,0,0,0,1,0,0
rashid-khan,0,0,0,0,0,0,0,0,2.0,0,11,0,5.5,5,0,0,0,0,0
shikhar-dhawan,2017,58,11,13,1,1,0,84.61,0,0,0,0,0,0,0,0,1,0,0
bipul-sharma,2017,58,2,3,0,0,0,66.66,0.2,0,2,0,6.0,0,0,0,0,0,0
vijay-shankar,2017,58,22,17,1,2,1,129.41,0,0,0,0,0,0,0,0,0,0,0
yuvraj-singh,2017,58,9,9,1,2,0,100.0,0,0,0,0,0,0,0,0,0,0,0
kane-williamson,2017,58,24,26,1,2,1,92.3,0,0,0,0,0,0,0,0,0,0,0
robin-uthappa,2017,58,1,2,1,0,0,50.0,0,0,0,0,0,0,0,0,1,0,0
nathan-coulter-nile,0,0,0,0,0,0,0,0,4.0,0,20,3,5.0,12,1,1,1,0,0
suryakumar-yadav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trent-boult,0,0,0,0,0,0,0,0,4.0,0,30,1,7.5,8,2,1,0,0,0
umesh-yadav,0,0,0,0,0,0,0,0,4.0,0,21,2,5.25,12,2,0,0,0,0
yusuf-pathan,2017,58,0,1,1,0,0,0.0,1.0,0,7,0,7.0,2,1,0,0,0,0
ishank-jaggi,2017,58,5,8,0,0,0,62.5,0,0,0,0,0,0,0,0,2,0,0
sunil-narine,0,0,0,0,0,0,0,0,4.0,0,20,0,5.0,13,1,1,0,0,0
piyush-chawla,0,0,0,0,0,0,0,0,3.0,0,27,1,9.0,7,2,2,1,0,0
gautam-gambhir,2017,58,32,19,0,2,2,168.42,0,0,0,0,0,0,0,0,0,0,0
chris-lynn,2017,58,6,2,1,0,1,300.0,0,0,0,0,0,0,0,0,1,0,0
jaydev-unadkat,0,0,0,0,0,0,0,0,4.0,0,24,1,6.0,10,0,2,1,0,0
shardul-thakur,0,0,0,0,0,0,0,0,4.0,0,37,3,9.25,7,4,1,0,1,0
ms-dhoni,2017,57,40,26,0,0,5,153.84,0,0,0,0,0,0,0,0,1,0,0
adam-zampa,0,0,0,0,0,0,0,0,1.0,0,9,0,9.0,2,0,1,0,0,0
rahul-tripathi,2017,57,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
ajinkya-rahane,2017,57,56,43,1,5,1,130.23,0,0,0,0,0,0,0,0,0,0,0
steven-smith,2017,57,1,2,1,0,0,50.0,0,0,0,0,0,0,0,0,2,0,0
lockie-ferguson,0,0,0,0,0,0,0,0,3.0,0,21,1,7.0,10,1,1,0,0,0
dan-christian,0,0,0,0,0,0,0,0,4.0,0,33,0,8.25,6,2,1,3,0,0
washington-sundar,0,0,0,0,0,0,0,0,4.0,0,16,3,4.0,13,0,1,0,0,0
manoj-tiwary,2017,57,58,48,1,4,2,120.83,0,0,0,0,0,0,0,0,0,0,0
hardik-pandya,2017,57,14,10,1,1,1,140.0,1.0,0,15,0,15.0,0,1,1,0,0,0
ambati-rayudu,2017,57,0,3,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
jasprit-bumrah,2017,57,16,11,0,0,1,145.45,4.0,0,33,0,8.25,6,1,2,0,1,0
krunal-pandya,2017,57,15,11,1,2,0,136.36,4.0,0,22,0,5.5,9,2,0,0,0,0
mitchell-mcclenaghan,2017,57,12,11,1,0,1,109.09,4.0,0,46,1,11.5,10,3,3,0,0,0
karn-sharma,2017,57,4,7,1,0,0,57.14,4.0,0,30,1,7.5,10,1,2,0,0,0
lendl-simmons,2017,57,5,13,1,0,0,38.46,0,0,0,0,0,0,0,0,0,0,0
kieron-pollard,2017,57,7,10,1,1,0,70.0,0,0,0,0,0,0,0,0,0,0,0
parthiv-patel,2017,57,52,40,1,3,3,130.0,0,0,0,0,0,0,0,0,0,0,0
rohit-sharma,2017,57,1,2,1,0,0,50.0,0,0,0,0,0,0,0,0,1,0,0
lasith-malinga,2017,57,7,2,0,0,1,350.0,3.0,0,14,1,4.66,8,1,0,0,0,0
travis-head,2017,56,2,2,1,0,0,100.0,3.0,0,30,2,10.0,5,1,2,0,0,0
yuzvendra-chahal,0,0,0,0,0,0,0,0,3.0,0,24,0,8.0,8,2,1,0,0,0
shane-watson,2017,56,4,4,0,0,0,100.0,4.0,0,16,1,4.0,11,1,0,1,0,0
avesh-khan,0,0,0,0,0,0,0,0,4.0,0,23,1,5.75,12,2,1,0,0,0
kedar-jadhav,2017,56,12,9,1,0,1,133.33,0,0,0,0,0,0,0,0,2,0,0
virat-kohli,2017,56,58,45,1,3,3,128.88,0,0,0,0,0,0,0,0,2,0,0
chris-gayle,2017,56,48,38,1,3,3,126.31,0,0,0,0,0,0,0,0,0,0,0
vishnu-vinod,2017,56,3,9,1,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0
sachin-baby,2017,56,12,8,1,2,0,150.0,0,0,0,0,0,0,0,0,0,0,0
harshal-patel,0,0,0,0,0,0,0,0,4.0,0,43,3,10.75,8,7,1,0,0,0
pawan-negi,2017,56,13,5,0,3,0,260.0,2.0,0,10,3,5.0,7,0,1,0,0,0
shreyas-iyer,2017,56,32,30,1,2,1,106.66,0,0,0,0,0,0,0,0,0,1,0
corey-anderson,2017,56,3,9,1,0,0,33.33,4.0,0,38,0,9.5,3,3,1,1,0,0
marlon-samuels,2017,56,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
karun-nair,2017,56,26,22,1,5,0,118.18,0,0,0,0,0,0,0,0,0,0,0
pat-cummins,2017,56,7,3,1,0,1,233.33,4.0,0,21,2,5.25,10,1,0,0,1,0
mohammed-shami,2017,56,21,9,1,3,1,233.33,4.0,0,31,0,7.75,11,2,2,0,0,0
zaheer-khan,2017,56,1,1,0,0,0,100.0,4.0,0,31,1,7.75,10,2,2,1,1,0
